context_len,source_type,dataset_name,source_name,num_tokens,natural_prefix_start,draft_entropy_nats,target_entropy_nats,target_greedy_token_id,target_greedy_prob,draft_top1_token_id,q_top1,p_top1,alpha_top1,draft_top1_mass,target_mass_on_draft_top1,greedy_accept_top1,seq_accept_top1_expected,seq_accept_top1_empirical,greedy_gain_top1_vs_top0,seq_gain_top1_vs_top0,draft_top2_token_id,q_top2,p_top2,alpha_top2,draft_top2_mass,target_mass_on_draft_top2,greedy_accept_top2,seq_accept_top2_expected,seq_accept_top2_empirical,greedy_gain_top2_vs_top1,seq_gain_top2_vs_top1,draft_top3_token_id,q_top3,p_top3,alpha_top3,draft_top3_mass,target_mass_on_draft_top3,greedy_accept_top3,seq_accept_top3_expected,seq_accept_top3_empirical,greedy_gain_top3_vs_top2,seq_gain_top3_vs_top2,draft_top4_token_id,q_top4,p_top4,alpha_top4,draft_top4_mass,target_mass_on_draft_top4,greedy_accept_top4,seq_accept_top4_expected,seq_accept_top4_empirical,greedy_gain_top4_vs_top3,seq_gain_top4_vs_top3,draft_top5_token_id,q_top5,p_top5,alpha_top5,draft_top5_mass,target_mass_on_draft_top5,greedy_accept_top5,seq_accept_top5_expected,seq_accept_top5_empirical,greedy_gain_top5_vs_top4,seq_gain_top5_vs_top4
64,math,EleutherAI/hendrycks_math/algebra/test,algebra_test_796#selected_4261,392,True,6.539572715759277,1.2936079502105713,395,0.5277749300003052,13722,0.029279306530952454,1.1318344149913173e-05,0.00038656461401842535,0.029279306530952454,1.1318344149913173e-05,0,0.0003865361213684082,0,0,0.0003865361213684082,13791,0.028378477320075035,0.014971823431551456,0.5275766849517822,0.05765778385102749,0.01498314177570137,0,0.527759313583374,0,0,0.5273727774620056,1023,0.024752147495746613,0.009591309353709221,0.3874940276145935,0.0824099313467741,0.02457445112941059,0,0.7107497453689575,1,0,0.1829904317855835,12688,0.022274522110819817,0.003500987309962511,0.1571745127439499,0.10468445345759392,0.0280754384393731,0,0.7562124729156494,1,0,0.045462727546691895,7936,0.022274522110819817,9.456830412091222e-06,0.0004245581803843379,0.12695897556841373,0.028084895269785193,0,0.7563160061836243,1,0,0.00010353326797485352
64,natural_language,wikitext/wikitext-103-raw-v1,article_10005#selected_2477,367,True,4.8935160636901855,2.8837339878082275,19659,0.4298146665096283,278,0.26025012135505676,0.024630337953567505,0.09464102238416672,0.26025012135505676,0.024630337953567505,0,0.09464102983474731,1,0,0.09464102983474731,624,0.034946925938129425,0.0005815171170979738,0.016640007495880127,0.2951970472931862,0.02521185507066548,0,0.10970622301101685,1,0,0.015065193176269531,399,0.022740399464964867,0.0005702695925720036,0.025077378377318382,0.31793744675815105,0.025782124663237482,0,0.13203245401382446,1,0,0.022326231002807617,5046,0.01900031417608261,0.00017735270375851542,0.009334198199212551,0.33693776093423367,0.025959477366995998,0,0.1401342749595642,1,0,0.008101820945739746,8198,0.014342190697789192,0.007224055007100105,0.5036925673484802,0.35127995163202286,0.0331835323740961,0,0.5732422471046448,1,0,0.43310797214508057
64,json_config,OpenAssistant/oasst1/raw_json_rows,json_row_9240#selected_2231,478,True,3.331738233566284,2.6545097827911377,29947,0.24142177402973175,29874,0.11031287163496017,0.046076152473688126,0.4176861047744751,0.11031287163496017,0.046076152473688126,0,0.4176861047744751,1,0,0.4176861047744751,29890,0.07701079547405243,0.04396617040038109,0.5709092020988464,0.1873236671090126,0.09004232287406921,0,0.7501344680786133,1,0,0.3324483633041382,29946,0.07581685483455658,0.0724879652261734,0.9560930132865906,0.2631405219435692,0.16253028810024261,0,0.9890291690826416,1,0,0.23889470100402832,29900,0.07464142888784409,0.029287783429026604,0.3923797309398651,0.33778195083141327,0.19181807152926922,0,0.9933338761329651,1,0,0.004304707050323486,29947,0.07348421961069107,0.24142177402973175,1.0,0.41126617044210434,0.43323984555900097,1,1.0,1,1,0.006666123867034912
64,code,code_search_net/python,singularityhub/singularity-python:singularity/build/utils.py:sniff_extension#selected_4074,562,True,3.034533739089966,0.052174925804138184,26952,0.9945166707038879,934,0.6223517060279846,5.9815371059812605e-05,9.611184214008972e-05,0.6223517060279846,5.9815371059812605e-05,0,9.608268737792969e-05,0,0,9.608268737792969e-05,1024,0.014751105569303036,3.8910982880224765e-07,2.6378349502920173e-05,0.6371028115972877,6.020448088861485e-05,0,0.00012248754501342773,0,0,2.6404857635498047e-05,10422,0.012229095213115215,0.00010916114115389064,0.008926346898078918,0.6493319068104029,0.0001693656220425055,0,0.009047746658325195,0,0,0.008925259113311768,29889,0.009864813648164272,1.9565671038890287e-07,1.9833796613966115e-05,0.6591967204585671,0.0001695612787528944,0,0.009067416191101074,0,0,1.9669532775878906e-05,2066,0.008739739656448364,7.128923016352928e-07,8.156905823852867e-05,0.6679364601150155,0.0001702741710545297,0,0.00914829969406128,0,0,8.088350296020508e-05
64,natural_language,wikitext/wikitext-103-raw-v1,article_5851#selected_2998,617,True,4.4376220703125,1.7675540447235107,470,0.43300861120224,29915,0.18789777159690857,3.1594172469340265e-06,1.681455432844814e-05,0.18789777159690857,3.1594172469340265e-06,0,1.6808509826660156e-05,0,0,1.6808509826660156e-05,1974,0.07329494506120682,1.6711625505649863e-07,2.2800516035204055e-06,0.2611927166581154,3.326533501990525e-06,0,1.9073486328125e-05,0,0,2.2649765014648438e-06,411,0.06885423511266708,0.0012450744397938251,0.0180827584117651,0.33004695177078247,0.0012484009732958157,0,0.01810145378112793,0,0,0.018082380294799805,310,0.06147990748286247,0.0002509836049284786,0.00408236775547266,0.39152685925364494,0.0014993845782242943,0,0.022109925746917725,0,0,0.004008471965789795,29892,0.06052675098180771,0.0009926598286256194,0.016400348395109177,0.45205361023545265,0.0024920444068499137,0,0.03814762830734253,0,0,0.016037702560424805
64,natural_language,wikitext/wikitext-103-raw-v1,article_16353#selected_1808,974,True,3.9844186305999756,2.022754669189453,6766,0.6355264186859131,471,0.3018253743648529,0.06911030411720276,0.22897446155548096,0.3018253743648529,0.06911030411720276,0,0.22897446155548096,0,0,0.22897446155548096,338,0.07057837396860123,0.005246592685580254,0.07433711737394333,0.37240374833345413,0.07435689680278301,0,0.2862902879714966,0,0,0.057315826416015625,6766,0.053275350481271744,0.6355264186859131,1.0,0.4256790988147259,0.7098833154886961,1,1.0,1,1,0.7137097120285034,884,0.05286075919866562,0.0019913818687200546,0.03767221421003342,0.4785398580133915,0.7118746973574162,1,1.0,1,0,0.0,756,0.03059346228837967,0.017888201400637627,0.5847066640853882,0.5091333203017712,0.7297628987580538,1,1.0,1,0,0.0
64,json_config,OpenAssistant/oasst1/raw_json_rows,json_row_5474#selected_2770,597,True,3.125197410583496,0.018322914838790894,29946,0.9974998235702515,29955,0.18194717168807983,1.444400936634338e-06,7.9385736171389e-06,0.18194717168807983,1.444400936634338e-06,0,7.927417755126953e-06,0,0,7.927417755126953e-06,29896,0.15441657602787018,0.0023227501660585403,0.015042103826999664,0.33636374771595,0.0023241945669951747,0,0.015049934387207031,0,0,0.015042006969451904,29947,0.10949774086475372,2.5350025225634454e-06,2.3151185814640485e-05,0.44586148858070374,0.002326729569517738,0,0.01507270336151123,0,0,2.276897430419922e-05,29953,0.08137180656194687,3.3321980481559876e-06,4.095027907169424e-05,0.5272332951426506,0.002330061767565894,0,0.01511305570602417,0,0,4.035234451293945e-05,29946,0.07948683202266693,0.9974998235702515,1.0,0.6067201271653175,0.9998298853378174,1,1.0,1,1,0.9848869442939758
64,code,code_search_net/python,google/dotty:efilter/parsers/common/grammar.py:match_tokens#selected_1147,266,True,6.153961658477783,0.007496765349060297,13,0.9990993738174438,903,0.05537872016429901,8.240691684591184e-09,1.4880610876844003e-07,0.05537872016429901,8.240691684591184e-09,0,1.1920928955078125e-07,0,0,1.1920928955078125e-07,376,0.05121694132685661,3.030676057336201e-11,5.917331069582588e-10,0.10659566149115562,8.270998445164546e-09,0,1.1920928955078125e-07,0,0,0.0,450,0.04083370417356491,7.068740991850175e-12,1.7311045652501633e-10,0.14742936566472054,8.278067186156396e-09,0,1.1920928955078125e-07,0,0,0.0,29871,0.03732502833008766,2.3531956685474142e-05,0.0006304605049081147,0.1847543939948082,2.35402347526603e-05,0,0.0006305575370788574,0,0,0.0006304383277893066,732,0.02952652797102928,4.102798933924845e-10,1.3895297357180425e-08,0.21428092196583748,2.354064503255369e-05,0,0.0006305575370788574,0,0,0.0
64,math,gsm8k/main/train,gsm8k_train_276#selected_1702,366,True,0.030584830790758133,0.01343709509819746,29879,0.998944103717804,29879,0.9968653321266174,0.998944103717804,1.0,0.9968653321266174,0.998944103717804,1,1.0,1,1,1.0,269,0.0007190968608483672,0.00012919577420689166,0.17966394126415253,0.9975844289874658,0.9990732994920108,1,1.0,1,0,0.0,29881,0.0006547451484948397,8.655577403260395e-06,0.01321976538747549,0.9982391741359606,0.9990819550694141,1,1.0,1,0,0.0,645,0.0006445942563004792,7.638519491592888e-06,0.01185012049973011,0.9988837683922611,0.9990895935889057,1,1.0,1,0,0.0,276,0.00023899284133221954,4.942178929923102e-05,0.2067919224500656,0.9991227612335933,0.9991390153782049,1,1.0,1,0,0.0
64,chat,OpenAssistant/oasst1,path_43b13f49-d32b-459d-b2ba-664f9db6aab3#selected_2757,660,True,0.005980755668133497,0.0007286735926754773,29899,0.9999518394470215,29899,0.9995119571685791,0.9999518394470215,1.0,0.9995119571685791,0.9999518394470215,1,1.0,1,1,1.0,4331,0.0001646932796575129,1.2705378139798995e-05,0.07714569568634033,0.9996766504482366,0.9999645448251613,1,1.0,1,0,0.0,2022,2.8396680136211216e-05,1.0650927917410513e-09,3.750765245058574e-05,0.9997050471283728,0.9999645458902541,1,1.0,1,0,0.0,982,2.817569657054264e-05,3.339393828127868e-08,0.0011852036695927382,0.9997332228249434,0.9999645792841924,1,1.0,1,0,0.0,30304,2.4479471903759986e-05,3.911195811667767e-09,0.00015977451403159648,0.9997577022968471,0.9999645831953882,1,1.0,1,0,0.0
