timestamp_utc,model_key,model_label,model_path,backend,tensor_parallel_size,dataset,dataset_purpose,repeat,batch_index,num_prompts,prompt_tokens,output_tokens,wall_s,ms_per_output_token,output_tokens_per_s,total_tokens_per_s,max_new_tokens,batch_size
2026-07-07T08:50:01,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,0,1,101,128,1.3438396863639355,10.498747549718246,95.24945668655847,170.40723110329603,128,1
2026-07-07T08:50:03,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,1,1,129,128,1.365037564188242,10.66435597022064,93.77031325589843,188.27320708410855,128,1
2026-07-07T08:50:04,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,2,1,80,128,1.3724849466234446,10.72253864549566,93.26149646661162,151.54993175824387,128,1
2026-07-07T08:50:05,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,3,1,98,128,1.3309824001044035,10.398300000815652,96.16956617154334,169.7993902716312,128,1
2026-07-07T08:50:07,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,4,1,111,128,1.345392633229494,10.510879947105423,95.13951306002583,177.643309541767,128,1
2026-07-07T08:50:08,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,5,1,135,128,1.3598498292267323,10.623826790833846,94.12804064753692,193.40370851798602,128,1
2026-07-07T08:50:09,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,6,1,124,128,1.3440614845603704,10.500480348127894,95.23373853828389,187.4914227472464,128,1
2026-07-07T08:50:11,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,7,1,80,128,1.345239121466875,10.509680636459962,95.15036989143334,154.6193510735792,128,1
2026-07-07T08:50:12,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,8,1,128,128,1.3417230788618326,10.482211553608067,95.39971549761285,190.7994309952257,128,1
2026-07-07T08:50:13,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,9,1,91,128,1.3400320429354906,10.46900033543352,95.52010392199401,163.42892780403662,128,1
2026-07-07T08:50:15,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,10,1,100,128,1.345166303217411,10.509111743886024,95.15552069201078,169.4957712326442,128,1
2026-07-07T08:50:16,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,11,1,98,128,1.3453386519104242,10.51045821805019,95.14333050510061,167.98744292306827,128,1
2026-07-07T08:50:17,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,12,1,68,128,1.3484234549105167,10.534558241488412,94.92567007334819,145.3549322998144,128,1
2026-07-07T08:50:19,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,13,1,98,128,1.3393263444304466,10.463487065862864,95.57043399637783,168.7415475248546,128,1
2026-07-07T08:50:20,qwen2.5-0.5b,Qwen2.5-0.5B-Instruct,/root/autodl-tmp/Model/Qwen2.5-0.5B-Instruct,transformers,1,gsm8k,math reasoning,0,14,1,81,128,1.3366407733410597,10.442506041727029,95.76245357236255,156.36213122362324,128,1
